6Fz_IY0KXegJ|Preliminary_evaluation_of_a_wireless_remote_monitoring_system_for_home_mechanical_ventilation|Preliminary evaluation of a wireless remote monitoring system for home mechanical ventilation|http://ieeexplore.ieee.org/abstract/document/7533706/||1
OEBw5X9iYdwJ|A_Personal_Healthcare_System_with_Inference_as_a_Service|A Personal Healthcare System with Inference-as-a-Service|http://ieeexplore.ieee.org/abstract/document/7207360/||2
r01hhI-9gdkJ|Portable_multipurpose_bio_signal_acquisition_and_wireless_streaming_device_for_wearables|Portable multipurpose bio-signal acquisition and wireless streaming device for wearables|http://ieeexplore.ieee.org/abstract/document/7894053/|https://www.researchgate.net/profile/Amir_M_Rahmani2/publication/312813526_Portable_Multipurpose_Bio-signal_Acquisition_and_Wireless_Streaming_Device_for_Wearables/links/59d5c870a6fdcc87469821fe/Portable-Multipurpose-Bio-signal-Acquisition-and-Wireless-Streaming-Device-for-Wearables.pdf|1
m9GyjeLlW5AJ|Infection_tracing_in_smart_hospitals|Infection tracing in smart hospitals|http://ieeexplore.ieee.org/abstract/document/7763193/||1
8kk0Id9IV6cJ|Architecture_and_the_Key_Technologies_of_Medical_Equipment_Management_System_based_on_the_Internet_of_Things|Architecture and the Key Technologies of Medical Equipment Management System based on the Internet of Things.|http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=16627482&AN=101045861&h=Q0N8TT8SbC3IJDWlpoDYPJ53nTmWK2nVTFUbfNSvCJ1rl%2BT%2F98p1efskyQiGa4TEkeX%2BnznYXA%2BTtovq7hYAcg%3D%3D&crl=c||
WLvFVbkbLzYJ|How_the_IoT_is_Changing_the_Medical_Game|How the IoT is Changing the Medical Game|http://search.proquest.com/openview/d4863c9d4a178135abaef65e824bf76e/1?pq-origsite=gscholar&cbl=2026675||
Dwk0ghkwYAkJ|Architecture_and_the_Key_Technologies_of_Medical_Equipment_Management_System_Based_on_the_Internet_of_Things|Architecture and the Key Technologies of Medical Equipment Management System Based on the Internet of Things|http://www.ingentaconnect.com/contentone/asp/jctn/2016/00000013/00000012/art00114||
f9AxT5KkG14J|Technology_therapy_for_obsessive_compulsive_disorder_based_on_Internet_of_Things|Technology therapy for obsessive-compulsive disorder based on Internet of Things|http://ieeexplore.ieee.org/abstract/document/6722800/||
A6tTUiz3nQkJ|A_low_cost_Internet_of_Things_IoT_system_for_multi_patient_ECG_s_monitoring|A low-cost Internet of Things (IoT) system for multi-patient ECG's monitoring|http://ieeexplore.ieee.org/abstract/document/7814958/|http://dl.noavarangermi.ir/dl/forum/files/freepaper/ecg-iot-5.pdf|
6ytQYfHKrEAJ|Internet_of_Things_Architecture_for_Enhanced_Living_Environments|Internet of Things Architecture for Enhanced Living Environments|http://ieeexplore.ieee.org/abstract/document/7802510/|http://www.sotiriadis.gr/publications/d6sot-proof1.pdf|
